PJMW_MW,Hour,Day,Month,Day_of_Week,Is_Weekend,Lag_1,Lag_24,Lag_48,Lag_168,Rolling_Mean_24,Rolling_Std_24,Rolling_Min_24,Rolling_Max_24
6144.077380952381,11.5,12.0,7.0,3.0,0.2857142857142857,6140.75,6005.910714285715,5844.232142857143,6095.809523809524,6080.71875,1101.7130711327031,4510.732142857143,7611.5952380952385
5876.095238095239,11.5,19.0,7.0,3.0,0.2857142857142857,5879.619047619048,6018.547619047619,6153.791666666667,6144.077380952381,5949.877728174603,989.156126145794,4512.136904761905,7303.863095238095
5864.821428571428,11.5,26.0,7.0,3.0,0.2857142857142857,5863.773809523809,5826.488095238095,5790.053571428572,5876.095238095239,5838.445436507936,885.7158478027837,4516.648809523809,7022.4047619047615
5727.072164948454,11.381443298969073,15.8659793814433,7.505154639175258,1.5257731958762886,0.0,5728.340206185567,5599.288659793814,5481.8247422680415,6071.123711340206,5677.012886597938,795.675318867677,4435.288659793814,6720.01030927835
