Datetime,PJMW_MW,Hour,Day,Month,Day_of_Week,Is_Weekend,Lag_1,Lag_24,Lag_48,Lag_168,Rolling_Mean_24,Rolling_Std_24,Rolling_Min_24,Rolling_Max_24
2002-05-31,5896.541666666667,11.5,31.0,5.0,4.0,0.0,5908.166666666667,5875.916666666667,5611.125,5184.541666666667,5917.897569444444,843.895053213198,4546.0,6869.5
2002-06-01,5379.875,11.5,1.0,6.0,5.0,1.0,5393.583333333333,5896.541666666667,5875.916666666667,4620.666666666667,5674.269097222223,866.0267172568075,4372.708333333333,6756.625
2002-06-02,4883.875,11.5,2.0,6.0,6.0,1.0,4900.083333333333,5379.875,5896.541666666667,4483.0,5170.590277777778,743.253723958886,4060.0833333333335,6107.25
2002-06-03,5304.416666666667,11.5,3.0,6.0,0.0,0.0,5283.875,4883.875,5379.875,4662.791666666667,5028.151041666667,588.204202857151,4066.4583333333335,5719.291666666667
2002-06-04,5770.208333333333,11.5,4.0,6.0,1.0,0.0,5749.958333333333,5304.416666666667,4883.875,5418.0,5463.192708333333,758.0843989974696,4238.666666666667,6391.625
2002-06-05,6194.041666666667,11.5,5.0,6.0,2.0,0.0,6184.916666666667,5770.208333333333,5304.416666666667,5611.125,5984.788194444444,909.58108980278,4510.541666666667,7126.166666666667
2002-06-06,5699.375,11.5,6.0,6.0,3.0,0.0,5732.166666666667,6194.041666666667,5770.208333333333,5875.916666666667,6101.90798611111,870.9187198290738,4733.083333333333,7267.458333333333
2002-06-07,5329.75,11.5,7.0,6.0,4.0,0.0,5334.916666666667,5699.375,6194.041666666667,5896.541666666667,5481.776041666667,646.6939343605798,4389.916666666667,6248.375
2002-06-08,4986.5,11.5,8.0,6.0,5.0,1.0,4993.25,5329.75,5699.375,5379.875,5152.286458333333,655.8352774659058,4105.083333333333,5892.375
2002-06-09,5074.291666666667,11.5,9.0,6.0,6.0,1.0,5049.875,4986.5,5329.75,4883.875,4944.998263888889,708.3650638280468,3906.25,5853.375
2002-06-10,6193.0,11.5,10.0,6.0,0.0,0.0,6158.666666666667,5074.291666666667,4986.5,5304.416666666667,5547.178819444444,856.3479568040366,4229.166666666667,6751.583333333333
2002-06-11,6459.375,11.5,11.0,6.0,1.0,0.0,6455.5,6193.0,5074.291666666667,5770.208333333333,6366.293402777777,1034.6375711809683,4709.958333333333,7553.083333333333
2002-06-12,6312.875,11.5,12.0,6.0,2.0,0.0,6309.958333333333,6459.375,6193.0,6194.041666666667,6446.890625,903.7520833711229,4895.5,7567.25
2002-06-13,5962.125,11.5,13.0,6.0,3.0,0.0,5997.208333333333,6312.875,6459.375,5699.375,6217.946180555556,771.8869846146985,4897.166666666667,7276.541666666667
2002-06-14,5557.5,11.5,14.0,6.0,4.0,0.0,5578.625,5962.125,6312.875,5329.75,5780.75173611111,629.8356792807117,4708.791666666667,6455.666666666667
2002-06-15,4785.75,11.5,15.0,6.0,5.0,1.0,4806.458333333333,5557.5,5962.125,4986.5,5211.385416666667,644.4840137880609,4177.75,6015.166666666667
